acq_date,fire_area,soi,max_t_bne,max_t_mel,max_t_cns,max_t_pth,max_t_syd
2000-11-10,515.9300000000001,22.4,26.0,19.7,28.8,23.7,24.0
2000-11-11,592.95,22.4,25.0,20.2,26.9,31.3,23.5
2000-11-12,730.74,22.4,26.0,20.6,28.6,34.1,23.9
2000-11-13,471.52000000000004,22.4,22.0,23.0,29.3,32.7,22.2
2000-11-14,498.83,22.4,25.0,24.9,28.5,32.0,18.5
2000-11-15,354.27000000000004,22.4,24.0,26.1,29.5,37.3,20.2
2000-11-16,302.96,22.4,25.0,24.1,29.7,26.5,20.3
2000-11-17,457.7800000000001,22.4,25.0,25.5,30.9,24.5,25.6
2000-11-18,406.14,22.4,26.0,27.7,32.1,27.4,20.2
2000-11-19,844.9000000000002,22.4,27.0,26.6,31.1,28.9,22.0
2000-11-20,544.7600000000001,22.4,30.0,24.3,31.3,27.1,22.6
2000-11-21,726.44,22.4,25.0,20.0,31.8,29.5,23.6
2000-11-22,403.78999999999996,22.4,26.0,19.8,33.5,33.8,24.6
2000-11-23,1028.44,22.4,27.0,20.2,33.6,26.1,26.6
2000-11-24,931.42,22.4,27.0,21.0,28.3,23.9,24.2
2000-11-25,529.2500000000001,22.4,27.0,30.1,27.8,26.1,24.1
2000-11-26,974.9899999999999,22.4,28.0,27.8,30.4,22.8,27.0
2000-11-27,1131.4299999999998,22.4,28.0,27.0,28.0,21.6,25.0
2000-11-28,808.07,22.4,30.0,32.9,30.4,22.5,27.0
2000-11-29,868.4599999999999,22.4,33.0,22.5,29.7,23.8,26.5
2000-11-30,1548.9199999999998,22.4,29.0,24.7,29.7,28.6,34.2
2000-12-10,115.96999999999998,7.7,30.0,30.8,28.7,29.0,26.3
2000-12-11,280.94,7.7,30.0,31.0,28.8,30.9,32.7
2000-12-12,252.01000000000002,7.7,31.0,24.9,25.7,34.7,37.6
2000-12-13,142.67999999999998,7.7,31.0,22.6,28.8,32.2,28.1
2000-12-14,44.64,7.7,30.0,22.2,29.8,34.3,23.6
2000-12-15,57.88,7.7,27.0,24.6,29.5,35.6,25.5
2000-12-16,67.21,7.7,30.0,28.3,29.9,27.6,25.5
2000-12-17,163.78999999999996,7.7,29.0,35.7,30.9,31.0,27.2
2000-12-18,117.70999999999998,7.7,29.0,27.0,29.6,29.8,29.1
2000-12-19,216.53,7.7,29.0,33.5,27.7,28.0,28.1
2000-12-20,246.29,7.7,29.0,28.3,28.0,22.6,32.9
2000-12-21,259.81,7.7,29.0,38.0,30.4,20.4,31.6
2000-12-22,294.1500000000001,7.7,29.0,26.3,30.3,22.0,39.4
2000-12-23,416.75000000000006,7.7,30.0,25.2,29.8,27.9,28.7
2000-12-24,368.56,7.7,32.0,23.3,30.0,34.8,36.5
2000-12-25,450.04,7.7,33.0,22.4,29.5,37.6,34.4
2000-12-26,432.25,7.7,34.0,23.2,29.7,38.3,32.7
2000-12-27,444.30999999999995,7.7,31.0,16.4,31.1,40.3,34.2
2000-12-28,888.6099999999999,7.7,25.0,17.1,30.7,28.0,23.8
2000-12-29,1265.21,7.7,25.0,18.9,30.8,23.6,25.0
2000-12-30,718.5799999999999,7.7,28.0,19.1,29.4,26.8,23.8
2000-12-31,871.77,7.7,28.0,29.2,31.1,28.5,23.8
2001-10-10,1644.8600000000001,-1.9,25.0,22.4,31.1,18.5,20.9
2001-10-11,963.12,-1.9,25.0,16.8,30.3,20.3,18.9
2001-10-12,435.33,-1.9,31.0,16.1,30.7,18.7,24.4
2001-10-13,614.03,-1.9,29.0,17.3,29.0,20.3,26.1
2001-10-14,473.0,-1.9,29.0,14.5,29.3,20.4,22.2
2001-10-15,478.61,-1.9,27.0,18.3,29.8,21.0,21.0
2001-10-16,982.1,-1.9,27.0,17.4,30.2,20.8,23.4
2001-10-17,539.23,-1.9,22.0,18.5,30.4,24.4,25.7
2001-10-18,715.77,-1.9,29.0,14.2,32.1,28.1,26.9
2001-10-19,596.01,-1.9,30.0,13.5,31.8,24.7,20.5
2001-10-20,585.73,-1.9,24.0,14.7,31.4,21.9,17.7
2001-10-21,753.27,-1.9,25.0,21.2,31.7,16.5,20.4
2001-10-22,1034.23,-1.9,25.0,26.0,25.0,17.3,22.9
2001-10-23,606.3299999999999,-1.9,25.0,23.9,28.9,19.4,23.7
2001-10-24,583.48,-1.9,26.0,21.9,30.1,21.6,28.6
2001-10-25,948.95,-1.9,28.0,19.8,29.4,25.8,29.9
2001-10-26,998.97,-1.9,24.0,17.3,29.8,20.8,27.6
2001-10-27,1110.73,-1.9,30.0,17.4,31.9,20.6,25.1
2001-10-28,610.6700000000001,-1.9,31.0,20.1,30.9,22.4,27.9
2001-10-29,779.59,-1.9,31.0,16.5,30.3,26.1,27.7
2001-10-30,1094.77,-1.9,36.0,15.9,30.2,28.0,25.9
2001-10-31,2646.75,-1.9,33.0,16.3,31.0,26.9,27.7
2001-11-10,628.39,7.2,23.0,15.7,30.5,30.6,25.3
2001-11-11,492.20000000000016,7.2,29.0,13.8,31.2,31.5,23.2
2001-11-12,599.0899999999999,7.2,30.0,14.1,32.3,32.6,20.9
2001-11-13,509.59000000000003,7.2,30.0,16.9,33.0,36.0,23.2
2001-11-14,380.1600000000001,7.2,27.0,17.3,32.6,31.0,21.6
2001-11-15,1101.27,7.2,25.0,21.0,32.8,25.4,24.0
2001-11-16,484.89,7.2,28.0,21.8,32.7,23.0,21.3
2001-11-17,671.6,7.2,26.0,25.4,33.0,25.4,27.1
2001-11-18,643.1,7.2,28.0,15.0,32.2,31.3,30.9
2001-11-19,1643.83,7.2,25.0,16.6,31.2,22.8,16.7
2001-11-20,1186.6799999999998,7.2,27.0,18.4,35.1,22.4,16.7
2001-11-21,2207.73,7.2,29.0,20.1,32.7,22.6,17.8
2001-11-22,2540.7799999999997,7.2,26.0,26.6,32.0,20.8,19.9
2001-11-23,1419.45,7.2,26.0,23.9,31.1,21.2,21.5
2001-11-24,1326.03,7.2,29.0,24.5,31.9,20.7,26.7
2001-11-25,466.75999999999993,7.2,28.0,22.6,32.5,27.4,33.9
2001-11-26,1918.3699999999997,7.2,28.0,19.2,31.1,32.4,32.8
2001-11-27,739.16,7.2,30.0,18.7,31.5,35.0,22.7
2001-11-28,849.0400000000001,7.2,27.0,19.2,32.2,32.1,22.8
2001-11-29,1313.5,7.2,27.0,22.8,31.5,32.4,25.1
2001-11-30,2381.36,7.2,30.0,19.1,29.9,22.9,29.4
2001-12-10,99.80999999999999,-9.1,31.0,19.5,32.4,28.0,30.4
2001-12-11,248.11999999999995,-9.1,33.0,15.7,34.7,31.2,24.8
2001-12-12,411.78000000000003,-9.1,28.0,17.7,33.2,31.0,22.7
2001-12-13,681.8200000000002,-9.1,28.0,19.4,30.8,30.8,27.0
2001-12-14,440.66999999999996,-9.1,28.0,19.7,29.8,30.6,26.4
2001-12-15,128.24,-9.1,28.0,18.1,30.5,31.8,20.3
2001-12-16,48.510000000000005,-9.1,25.0,18.5,31.4,31.3,23.1
2001-12-17,73.97,-9.1,27.0,20.1,33.1,27.8,24.1
2001-12-18,403.12000000000006,-9.1,29.0,21.1,36.4,25.9,26.0
2001-12-19,260.71999999999997,-9.1,29.0,28.0,33.4,24.6,25.5
2001-12-20,461.3,-9.1,31.0,24.8,33.6,23.6,29.5
2001-12-21,873.0500000000002,-9.1,32.0,21.1,33.6,26.1,25.4
2001-12-22,1245.26,-9.1,,22.0,32.8,28.4,25.8
2001-12-23,1611.47,-9.1,,26.3,31.8,26.9,28.2
2001-12-24,1321.4099999999999,-9.1,40.0,22.3,31.6,25.4,36.8
2001-12-25,2123.6099999999997,-9.1,39.0,18.6,33.1,25.1,34.7
2001-12-26,1263.14,-9.1,39.0,15.3,33.4,30.0,27.2
2001-12-27,1289.1200000000001,-9.1,33.0,18.4,34.6,27.0,21.7
2001-12-28,1051.5500000000002,-9.1,30.0,23.8,34.1,22.0,27.1
2001-12-29,1134.35,-9.1,31.0,34.0,32.3,24.1,30.3
2001-12-30,673.95,-9.1,33.0,21.0,32.8,24.5,31.3
2001-12-31,637.98,-9.1,29.0,24.5,33.2,27.1,28.1
2002-10-10,2172.8100000000004,-7.4,26.0,16.8,30.2,19.7,16.9
2002-10-11,2411.68,-7.4,25.0,21.1,30.2,19.1,17.6
2002-10-12,3679.0899999999997,-7.4,24.0,23.0,30.5,20.4,21.2
2002-10-13,1717.46,-7.4,26.0,20.3,30.4,23.6,28.6
2002-10-14,1956.5300000000002,-7.4,32.0,16.6,30.8,22.1,26.7
2002-10-15,3319.7,-7.4,32.0,19.2,29.0,22.5,25.9
2002-10-16,3486.3999999999996,-7.4,30.0,22.8,29.2,23.3,30.3
2002-10-17,3096.5499999999997,-7.4,31.0,18.6,29.3,22.9,21.5
2002-10-18,3092.66,-7.4,27.0,28.2,29.4,20.3,24.5
2002-10-19,2841.0800000000004,-7.4,30.0,20.2,29.3,21.5,27.0
2002-10-20,2172.31,-7.4,30.0,18.2,30.0,23.0,25.1
2002-10-21,2764.73,-7.4,28.0,17.0,31.0,23.8,20.3
2002-10-22,2955.8999999999996,-7.4,28.0,19.6,29.9,31.2,26.4
2002-10-23,4317.860000000001,-7.4,37.0,19.3,33.4,22.6,31.6
2002-10-24,2152.57,-7.4,31.0,16.7,36.0,22.5,21.4
2002-10-25,2613.54,-7.4,29.0,15.6,33.5,26.8,27.3
2002-10-26,2041.27,-7.4,31.0,15.2,30.6,30.7,16.0
2002-10-27,3447.56,-7.4,21.0,16.0,31.2,21.2,17.3
2002-10-28,3839.96,-7.4,24.0,17.2,33.0,20.9,19.7
2002-10-29,5956.5599999999995,-7.4,25.0,24.5,31.7,22.1,21.6
2002-10-30,5210.43,-7.4,27.0,24.9,31.5,26.3,29.5
2002-10-31,5061.43,-7.4,29.0,18.7,31.1,20.4,23.1
2002-11-10,6648.42,-6.0,31.0,18.9,31.1,30.1,28.6
2002-11-11,3430.19,-6.0,30.0,27.8,30.3,21.6,22.2
2002-11-12,3453.87,-6.0,29.0,32.7,32.7,22.9,24.9
2002-11-13,2881.96,-6.0,30.0,19.1,32.4,29.5,24.3
2002-11-14,2298.54,-6.0,29.0,19.8,32.0,37.9,22.5
2002-11-15,1722.79,-6.0,29.0,18.8,32.8,28.1,20.2
2002-11-16,2445.0,-6.0,24.0,29.8,32.6,21.6,21.7
2002-11-17,2288.7200000000003,-6.0,26.0,29.5,32.8,25.5,23.8
2002-11-18,1749.37,-6.0,26.0,24.7,31.1,24.1,26.9
2002-11-19,1539.6399999999999,-6.0,27.0,17.2,28.6,27.4,26.9
2002-11-20,1141.91,-6.0,27.0,17.3,31.3,30.1,28.1
2002-11-21,1195.6599999999999,-6.0,27.0,22.1,32.8,32.0,19.7
2002-11-22,1243.1,-6.0,27.0,23.4,32.1,28.7,26.0
2002-11-23,884.75,-6.0,27.0,32.1,31.8,24.8,23.8
2002-11-24,1040.9499999999998,-6.0,28.0,26.9,31.1,22.5,30.0
2002-11-25,1082.82,-6.0,28.0,23.8,31.9,23.4,39.8
2002-11-26,703.1,-6.0,30.0,20.8,32.9,28.4,38.2
2002-11-27,278.9,-6.0,29.0,19.9,31.4,33.3,21.4
2002-11-28,394.96000000000004,-6.0,30.0,23.1,31.0,26.1,22.5
2002-11-29,382.0,-6.0,29.0,19.9,30.9,28.4,23.6
2002-11-30,576.3799999999999,-6.0,31.0,14.2,31.2,27.2,21.8
2002-12-10,1147.6,-10.6,30.0,18.6,31.8,34.4,17.0
2002-12-11,1444.32,-10.6,27.0,16.5,32.2,39.3,21.0
2002-12-12,1799.67,-10.6,30.0,16.9,32.7,38.6,25.1
2002-12-13,1750.3500000000001,-10.6,30.0,19.8,30.9,24.7,30.0
2002-12-14,1212.2000000000003,-10.6,30.0,24.6,31.0,24.7,24.6
2002-12-15,1429.77,-10.6,30.0,35.4,32.7,25.8,29.3
2002-12-16,2116.8100000000004,-10.6,29.0,26.7,29.3,27.2,32.8
2002-12-17,2955.29,-10.6,29.0,33.9,32.4,30.2,24.9
2002-12-18,2925.81,-10.6,30.0,30.0,28.6,35.6,24.0
2002-12-19,2639.12,-10.6,31.0,30.8,30.9,40.2,25.1
2002-12-20,2622.7599999999998,-10.6,30.0,27.7,32.2,40.7,28.2
2002-12-21,1638.78,-10.6,26.0,35.1,31.9,30.8,28.3
2002-12-22,906.1599999999999,-10.6,29.0,21.0,31.0,37.7,32.9
2002-12-23,947.71,-10.6,29.0,19.0,30.7,37.2,21.7
2002-12-24,672.1999999999999,-10.6,30.0,19.9,31.8,34.8,21.2
2002-12-25,669.76,-10.6,29.0,20.0,31.0,33.2,24.1
2002-12-26,763.9300000000001,-10.6,28.0,24.0,31.5,34.0,22.4
2002-12-27,1068.5300000000002,-10.6,27.0,25.1,31.0,28.0,25.3
2002-12-28,998.5400000000001,-10.6,29.0,35.3,33.2,27.0,25.5
2002-12-29,922.3299999999999,-10.6,29.0,33.3,33.6,23.4,27.0
2002-12-30,563.85,-10.6,28.0,31.7,33.0,25.1,27.2
2002-12-31,547.94,-10.6,28.0,26.5,30.6,26.9,27.8
2003-10-10,1253.78,-1.9,25.0,12.9,30.5,31.7,20.0
2003-10-11,1595.98,-1.9,25.0,12.7,31.2,22.7,14.6
2003-10-12,1020.5600000000001,-1.9,23.5,15.3,30.6,21.7,16.7
2003-10-13,957.1700000000001,-1.9,23.7,21.1,28.3,18.1,16.7
2003-10-14,824.23,-1.9,22.9,22.3,28.9,19.3,20.0
2003-10-15,656.6800000000001,-1.9,24.7,21.8,29.7,20.2,23.4
2003-10-16,557.55,-1.9,26.3,16.8,30.8,20.9,21.8
2003-10-17,620.48,-1.9,23.6,21.5,30.3,19.8,20.5
2003-10-18,551.55,-1.9,25.0,25.8,30.9,18.1,23.7
2003-10-19,904.94,-1.9,25.1,14.8,30.8,20.2,30.1
2003-10-20,800.1600000000001,-1.9,22.4,18.2,29.7,20.7,22.8
2003-10-21,803.6599999999999,-1.9,29.0,14.3,29.3,22.6,28.6
2003-10-22,1337.6800000000003,-1.9,33.2,14.4,30.3,22.9,22.0
2003-10-23,1383.8000000000002,-1.9,28.0,16.4,30.4,23.0,21.8
2003-10-24,1562.9099999999999,-1.9,30.8,20.2,30.1,24.2,22.0
2003-10-25,1476.13,-1.9,28.2,16.4,30.2,27.8,22.5
2003-10-26,1212.25,-1.9,31.1,13.2,29.9,23.5,21.7
2003-10-27,1644.5000000000002,-1.9,27.6,14.3,30.3,19.8,19.0
2003-10-28,1503.5300000000002,-1.9,31.2,11.8,30.8,20.4,22.2
2003-10-29,1774.87,-1.9,35.0,13.9,30.7,18.7,22.7
2003-10-30,1600.3600000000001,-1.9,30.9,15.6,30.9,18.7,25.5
2003-10-31,1800.2700000000002,-1.9,26.8,15.7,30.3,22.6,24.2
2003-11-10,644.5699999999999,-3.4,26.2,19.8,31.7,34.5,25.9
2003-11-11,599.0,-3.4,27.0,20.1,31.0,40.3,24.0
2003-11-12,608.59,-3.4,29.2,16.3,31.6,36.2,22.5
2003-11-13,910.63,-3.4,25.7,22.0,31.9,23.5,19.4
2003-11-14,409.64,-3.4,26.3,30.8,31.4,27.5,24.7
2003-11-15,641.2900000000001,-3.4,26.9,35.8,30.9,26.5,33.9
2003-11-16,907.9900000000001,-3.4,28.4,16.6,31.6,30.3,22.1
2003-11-17,777.56,-3.4,28.9,23.3,32.0,21.5,19.2
2003-11-18,636.1300000000001,-3.4,26.9,23.7,31.9,19.0,21.9
2003-11-19,728.78,-3.4,30.0,32.9,32.0,19.9,25.5
2003-11-20,779.4000000000001,-3.4,29.4,30.2,31.5,23.6,29.3
2003-11-21,413.76,-3.4,29.0,17.7,31.3,28.3,25.1
2003-11-22,528.4200000000001,-3.4,32.4,15.5,30.1,33.3,19.7
2003-11-23,346.66999999999996,-3.4,30.9,19.6,30.7,24.9,19.0
2003-11-24,1101.7,-3.4,29.5,19.8,35.6,20.8,17.5
2003-11-25,1420.79,-3.4,27.5,21.4,32.0,22.8,17.7
2003-11-26,736.77,-3.4,27.5,22.5,31.5,24.0,19.7
2003-11-27,1044.17,-3.4,27.4,25.8,31.4,25.4,18.9
2003-11-28,871.24,-3.4,26.7,30.9,31.4,31.0,21.9
2003-11-29,674.02,-3.4,26.7,31.7,30.8,27.6,25.4
2003-11-30,394.64000000000004,-3.4,27.9,28.7,31.4,26.3,26.4
2003-12-10,272.32,9.3,28.1,30.6,32.7,24.1,26.7
2003-12-11,324.56000000000006,9.3,29.8,24.0,32.6,24.3,32.9
2003-12-12,305.98,9.3,31.4,23.2,32.3,25.7,24.4
2003-12-13,556.3300000000002,9.3,32.6,19.4,32.5,33.9,29.1
2003-12-14,316.27,9.3,32.0,23.7,34.5,24.7,23.5
2003-12-15,125.30999999999996,9.3,29.2,30.7,32.6,24.3,25.5
2003-12-16,98.02999999999999,9.3,28.3,34.6,31.5,29.5,26.7
2003-12-17,89.77,9.3,27.5,36.1,29.3,34.7,27.5
2003-12-18,71.47,9.3,27.6,22.8,29.3,21.9,27.6
2003-12-19,133.33999999999997,9.3,28.5,25.6,31.1,27.1,37.5
2003-12-20,186.48000000000002,9.3,29.7,20.5,32.3,24.3,22.9
2003-12-21,130.96999999999997,9.3,31.6,26.1,32.0,29.9,28.0
2003-12-22,210.41999999999996,9.3,32.2,20.8,31.5,37.3,34.1
2003-12-23,101.74999999999999,9.3,32.3,20.4,31.1,28.0,24.0
2003-12-24,35.08,9.3,29.6,31.2,31.7,29.6,26.4
2003-12-25,14.120000000000001,9.3,31.9,26.2,31.5,32.7,39.0
2003-12-26,10.42,9.3,34.5,21.1,32.1,38.8,23.9
2003-12-27,293.69000000000005,9.3,33.0,,30.6,36.5,21.5
2003-12-28,48.620000000000005,9.3,28.5,25.8,33.4,24.6,23.9
2003-12-29,123.52000000000001,9.3,27.3,31.5,32.0,23.5,25.6
2003-12-30,127.77999999999999,9.3,28.0,38.3,30.6,25.3,28.5
2003-12-31,147.05,9.3,28.7,29.3,30.7,29.1,30.5
2004-10-10,4397.61,-3.7,26.8,24.1,28.4,22.0,23.1
2004-10-11,3734.9900000000002,-3.7,26.4,26.7,30.9,21.2,30.0
2004-10-12,4273.91,-3.7,28.1,31.6,30.0,18.9,36.2
2004-10-13,3848.81,-3.7,27.7,20.8,28.4,18.0,39.1
2004-10-14,2825.9900000000002,-3.7,28.7,15.8,28.8,21.4,37.1
2004-10-15,2054.9399999999996,-3.7,30.3,14.0,29.6,21.1,24.0
2004-10-16,1400.71,-3.7,27.1,14.4,28.4,20.7,20.0
2004-10-17,1544.35,-3.7,23.1,16.8,29.9,25.5,17.9
2004-10-18,1710.72,-3.7,22.7,18.4,28.7,29.1,16.6
2004-10-19,1358.32,-3.7,28.2,21.3,28.7,24.3,18.2
2004-10-20,1865.2900000000002,-3.7,22.8,24.5,29.2,27.9,19.5
2004-10-21,3608.77,-3.7,25.3,25.5,30.0,24.7,19.7
2004-10-22,3743.8,-3.7,31.4,24.1,29.6,24.0,21.2
2004-10-23,5096.09,-3.7,38.7,16.2,29.4,25.7,23.6
2004-10-24,3811.620000000001,-3.7,33.4,17.0,30.6,25.1,20.1
2004-10-25,5276.58,-3.7,28.7,20.4,30.8,21.8,23.6
2004-10-26,4098.82,-3.7,28.5,23.4,32.3,25.1,27.0
2004-10-27,5084.06,-3.7,29.6,12.8,32.4,29.5,34.0
2004-10-28,4509.039999999999,-3.7,32.1,14.2,30.6,25.9,18.6
2004-10-29,4840.17,-3.7,25.5,16.5,30.2,20.8,17.5
2004-10-30,3937.01,-3.7,23.1,23.7,31.6,19.8,19.8
2004-10-31,3360.62,-3.7,25.1,26.7,30.3,21.3,23.7
2004-11-10,1685.8000000000002,-8.6,26.2,24.6,31.1,18.9,21.9
2004-11-11,1621.97,-8.6,28.9,19.0,31.3,20.8,23.1
2004-11-12,1410.51,-8.6,34.0,23.3,31.3,20.2,28.2
2004-11-13,3515.97,-8.6,32.2,16.2,30.5,25.0,28.8
2004-11-14,3225.3999999999996,-8.6,27.8,20.7,30.8,31.2,27.1
2004-11-15,3511.1099999999997,-8.6,28.8,18.7,31.1,35.5,28.5
2004-11-16,3889.46,-8.6,31.1,21.3,31.6,21.9,22.0
2004-11-17,3194.08,-8.6,29.2,27.4,30.0,18.5,26.4
2004-11-18,2238.0199999999995,-8.6,28.6,27.9,32.1,19.5,38.4
2004-11-19,1257.3000000000002,-8.6,28.9,18.2,31.9,27.0,29.5
2004-11-20,848.76,-8.6,27.9,17.7,32.8,32.5,18.7
2004-11-21,842.61,-8.6,24.6,16.8,32.6,34.9,20.2
2004-11-22,597.61,-8.6,23.9,16.9,31.4,36.8,20.0
2004-11-23,470.69,-8.6,25.5,19.1,31.0,32.1,18.5
2004-11-24,492.90999999999997,-8.6,26.1,23.2,26.1,25.3,18.8
2004-11-25,569.35,-8.6,26.3,29.7,27.7,23.5,22.1
2004-11-26,464.8000000000001,-8.6,26.1,33.9,29.7,24.3,25.5
2004-11-27,967.37,-8.6,27.5,32.3,28.6,26.1,33.3
2004-11-28,836.3900000000001,-8.6,28.6,25.6,30.0,25.9,40.0
2004-11-29,1334.9099999999999,-8.6,29.8,28.8,30.7,20.8,26.7
2004-11-30,1613.4599999999998,-8.6,31.4,25.5,30.5,20.9,37.5
2004-12-10,1141.3700000000001,-8.0,26.9,27.1,29.8,30.9,24.6
2004-12-11,856.23,-8.0,33.2,26.4,30.7,23.8,29.3
2004-12-12,785.3300000000002,-8.0,33.3,28.1,30.4,27.2,25.5
2004-12-13,1338.89,-8.0,31.4,18.1,31.0,35.2,26.3
2004-12-14,1031.21,-8.0,37.6,18.9,31.1,41.5,30.2
2004-12-15,1913.19,-8.0,30.3,19.8,31.7,30.6,22.6
2004-12-16,1085.02,-8.0,27.6,22.8,33.1,25.2,26.0
2004-12-17,2120.41,-8.0,29.1,25.9,33.1,25.2,24.8
2004-12-18,1180.7199999999998,-8.0,29.3,33.4,32.8,26.2,26.0
2004-12-19,1243.23,-8.0,29.9,22.8,32.2,35.7,39.6
